15,15,32,32,1,16,1,1,0,0,0,0,,,
ÉåÉCÉÑÅ[0,data\image\ST-Schl-I01.bmp,1,,,,,,,,,,,,
10,10,10,10,143,10,200,201,202,10,227,10,166,165,10
10,279,10,10,10,10,208,209,210,10,10,10,174,173,10
9,287,0,0,0,0,0,294,0,0,0,0,182,181,9
9,0,0,0,0,0,389,390,391,0,0,0,0,0,9
9,0,0,0,0,0,397,398,399,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,278,0,278,0,278,0,278,0,0,0,9
9,0,0,0,286,0,286,0,286,0,286,0,0,0,0
9,0,0,0,262,0,262,0,262,0,262,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,0,0,278,0,278,0,278,0,278,0,0,0,9
9,0,0,0,286,0,286,0,286,0,286,0,0,0,9
9,0,0,0,262,0,262,0,262,0,262,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,9,9,9,9,9,9,0,9,9,9,9,9,9,9
