20,20,32,32,1,16,1,1,0,0,0,0,,,,,,,,
ÉåÉCÉÑÅ[0,data\image\ST-Libry-I01.bmp,1,,,,,,,,,,,,,,,,,
2,2,2,2,2,2,2,2,2,2,100,2,2,94,2,2,2,2,2,2
2,321,322,323,321,322,323,321,322,323,108,2,2,102,321,322,323,322,323,2
1,329,330,331,329,330,331,329,330,331,25,25,25,25,329,330,331,330,331,1
1,337,338,339,337,338,339,337,338,339,25,25,25,25,337,338,339,338,339,1
1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1
1,321,322,323,321,322,323,321,322,323,25,25,25,25,25,25,25,25,25,1
1,329,330,331,329,330,331,329,330,331,25,25,25,25,187,187,187,25,187,1
1,337,338,339,337,338,339,337,338,339,25,25,25,25,165,166,166,166,167,1
1,25,25,25,25,25,25,25,25,25,25,25,25,25,173,174,174,174,175,1
1,321,322,323,321,322,323,321,322,323,25,25,25,25,181,182,182,182,183,1
1,329,330,331,329,330,331,329,330,331,25,25,25,25,188,188,188,25,188,1
1,337,338,339,337,338,339,337,338,339,25,25,25,25,25,25,25,25,25,1
1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1
1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1
1,252,253,234,253,254,247,25,25,25,25,25,25,25,374,375,25,374,375,1
1,260,261,260,261,262,245,25,25,25,25,25,25,25,382,383,25,382,383,1
1,231,25,191,25,25,263,25,25,25,25,25,25,25,390,391,25,390,391,1
1,239,25,25,25,25,25,25,25,25,25,25,25,25,398,399,25,398,399,1
1,1,1,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1
