14,14,32,32,1,16,1,1,0,0,0,0,,
レイヤー0,..\ドキュメント\GitHub\GamePrograming\program\natuseisaku\natuseisaku\data\image\ST-Schl-I02.bmp,1,,,,,,,,,,,
2,113,2,66,2,2,157,158,2,2,2,2,2,2
2,121,162,74,75,2,2,2,2,2,2,2,2,2
0,129,170,82,83,12,12,12,12,114,127,114,127,0
0,12,12,12,12,12,12,12,12,122,135,122,135,0
0,12,12,12,12,12,12,12,12,130,143,130,143,0
0,12,12,12,12,12,12,12,12,138,12,138,12,0
0,12,12,12,12,12,12,12,12,12,12,12,12,0
12,12,12,12,12,12,12,12,12,12,12,12,12,0
0,12,12,12,12,12,12,12,12,131,132,131,132,0
0,116,12,12,12,12,12,12,12,139,140,139,140,0
0,311,12,12,12,12,12,12,12,122,127,122,127,0
0,319,302,12,12,12,12,12,12,130,135,130,135,0
0,327,12,12,12,12,12,12,12,138,143,138,143,0
0,0,0,0,0,0,12,0,0,0,0,0,0,0
