14,14,32,32,1,16,1,1,0,0,0,0,,
レイヤー0,..\ドキュメント\GitHub\GamePrograming\program\natuseisaku\natuseisaku\data\image\ST-Schl-I01.bmp,1,,,,,,,,,,,
3,3,3,3,3,3,94,3,3,3,3,3,3,3
3,279,279,3,3,3,102,3,279,221,221,221,222,3
0,287,287,377,12,12,12,12,287,229,229,229,230,0
0,12,12,12,12,12,12,12,12,295,295,12,238,0
0,12,12,12,12,12,12,12,12,12,12,12,12,0
0,12,12,12,12,12,12,12,12,12,12,12,12,0
0,12,12,12,12,12,12,12,12,12,12,12,12,0
12,12,12,12,12,12,12,12,252,252,252,12,12,0
0,12,12,12,12,12,12,12,12,12,12,12,12,0
0,12,12,12,12,12,260,12,232,233,234,12,261,0
0,12,12,12,12,12,260,12,240,241,242,12,261,0
0,384,12,12,12,12,12,12,12,12,12,12,12,0
0,392,12,12,12,12,12,12,262,262,262,12,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
